 LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,State,County,Overdose_mortality
CN5001900000000,50,19,"Orleans County, VT",Vermont,Orleans,17
CN5002100000000,50,21,"Rutland County, VT",Vermont,Rutland,19
CN5002300000000,50,23,"Washington County, VT",Vermont,Washington,11
CN5002500000000,50,25,"Windham County, VT",Vermont,Windham,13
CN5002700000000,50,27,"Windsor County, VT",Vermont,Windsor,17
CN5100100000000,51,1,"Accomack County, VA",Virginia,Accomack,14
CN5100300000000,51,3,"Albemarle County, VA",Virginia,Albemarle,6
CN5100500000000,51,5,"Alleghany County, VA",Virginia,Alleghany,
CN5100700000000,51,7,"Amelia County, VA",Virginia,Amelia,
CN5100900000000,51,9,"Amherst County, VA",Virginia,Amherst,
CN5101100000000,51,11,"Appomattox County, VA",Virginia,Appomattox,
CN5101300000000,51,13,"Arlington County, VA",Virginia,Arlington,6
CN5101500000000,51,15,"Augusta County, VA",Virginia,Augusta,10
CN5101700000000,51,17,"Bath County, VA",Virginia,Bath,
CN5101900000000,51,19,"Bedford County, VA",Virginia,Bedford,11
CN5102100000000,51,21,"Bland County, VA",Virginia,Bland,
CN5102300000000,51,23,"Botetourt County, VA",Virginia,Botetourt,11
CN5102500000000,51,25,"Brunswick County, VA",Virginia,Brunswick,
CN5102700000000,51,27,"Buchanan County, VA",Virginia,Buchanan,42
CN5102900000000,51,29,"Buckingham County, VA",Virginia,Buckingham,
CN5103100000000,51,31,"Campbell County, VA",Virginia,Campbell,10
CN5103300000000,51,33,"Caroline County, VA",Virginia,Caroline,12
CN5103500000000,51,35,"Carroll County, VA",Virginia,Carroll,16
CN5103600000000,51,36,"Charles City County, VA",Virginia,Charles City,
CN5103700000000,51,37,"Charlotte County, VA",Virginia,Charlotte,
CN5104100000000,51,41,"Chesterfield County, VA",Virginia,Chesterfield,10
CN5104300000000,51,43,"Clarke County, VA",Virginia,Clarke,
CN5104500000000,51,45,"Craig County, VA",Virginia,Craig,
CN5104700000000,51,47,"Culpeper County, VA",Virginia,Culpeper,28
CN5104900000000,51,49,"Cumberland County, VA",Virginia,Cumberland,
CN5105100000000,51,51,"Dickenson County, VA",Virginia,Dickenson,41
CN5105300000000,51,53,"Dinwiddie County, VA",Virginia,Dinwiddie,
CN5105700000000,51,57,"Essex County, VA",Virginia,Essex,
CN5105900000000,51,59,"Fairfax County, VA",Virginia,Fairfax,6
CN5106100000000,51,61,"Fauquier County, VA",Virginia,Fauquier,13
CN5106300000000,51,63,"Floyd County, VA",Virginia,Floyd,
CN5106500000000,51,65,"Fluvanna County, VA",Virginia,Fluvanna,
CN5106700000000,51,67,"Franklin County, VA",Virginia,Franklin,13
CN5106900000000,51,69,"Frederick County, VA",Virginia,Frederick,23
CN5107100000000,51,71,"Giles County, VA",Virginia,Giles,24
CN5107300000000,51,73,"Gloucester County, VA",Virginia,Gloucester,16
CN5107500000000,51,75,"Goochland County, VA",Virginia,Goochland,
CN5107700000000,51,77,"Grayson County, VA",Virginia,Grayson,
CN5107900000000,51,79,"Greene County, VA",Virginia,Greene,
CN5108100000000,51,81,"Greensville County, VA",Virginia,Greensville,
CN5108300000000,51,83,"Halifax County, VA",Virginia,Halifax,
CN5108500000000,51,85,"Hanover County, VA",Virginia,Hanover,13
CN5108700000000,51,87,"Henrico County, VA",Virginia,Henrico,11
CN5108900000000,51,89,"Henry County, VA",Virginia,Henry,19
CN5109100000000,51,91,"Highland County, VA",Virginia,Highland,
CN5109300000000,51,93,"Isle of Wight County, VA",Virginia,Isle of Wight,
CN5109500000000,51,95,"James City County, VA",Virginia,James City,7
CN5109700000000,51,97,"King and Queen County, VA",Virginia,King and Queen,
CN5109900000000,51,99,"King George County, VA",Virginia,King George,
CN5110100000000,51,101,"King William County, VA",Virginia,King William,
CN5110300000000,51,103,"Lancaster County, VA",Virginia,Lancaster,
CN5110500000000,51,105,"Lee County, VA",Virginia,Lee,23
CN5110700000000,51,107,"Loudoun County, VA",Virginia,Loudoun,7
CN5110900000000,51,109,"Louisa County, VA",Virginia,Louisa,
CN5111100000000,51,111,"Lunenburg County, VA",Virginia,Lunenburg,
CN5111300000000,51,113,"Madison County, VA",Virginia,Madison,
CN5111500000000,51,115,"Mathews County, VA",Virginia,Mathews,
CN5111700000000,51,117,"Mecklenburg County, VA",Virginia,Mecklenburg,11
CN5111900000000,51,119,"Middlesex County, VA",Virginia,Middlesex,
CN5112100000000,51,121,"Montgomery County, VA",Virginia,Montgomery,9
CN5112500000000,51,125,"Nelson County, VA",Virginia,Nelson,
CN5112700000000,51,127,"New Kent County, VA",Virginia,New Kent,
CN5113100000000,51,131,"Northampton County, VA",Virginia,Northampton,
CN5113300000000,51,133,"Northumberland County, VA",Virginia,Northumberland,
CN5113500000000,51,135,"Nottoway County, VA",Virginia,Nottoway,
CN5113700000000,51,137,"Orange County, VA",Virginia,Orange,27
CN5113900000000,51,139,"Page County, VA",Virginia,Page,20
CN5114100000000,51,141,"Patrick County, VA",Virginia,Patrick,33
CN5114300000000,51,143,"Pittsylvania County, VA",Virginia,Pittsylvania,11
CN5114500000000,51,145,"Powhatan County, VA",Virginia,Powhatan,
CN5114700000000,51,147,"Prince Edward County, VA",Virginia,Prince Edward,
CN5114900000000,51,149,"Prince George County, VA",Virginia,Prince George,
CN5115300000000,51,153,"Prince William County, VA",Virginia,Prince William,7
CN5115500000000,51,155,"Pulaski County, VA",Virginia,Pulaski,24
CN5115700000000,51,157,"Rappahannock County, VA",Virginia,Rappahannock,
CN5115900000000,51,159,"Richmond County, VA",Virginia,Richmond,
CN5116100000000,51,161,"Roanoke County, VA",Virginia,Roanoke,13
CN5116300000000,51,163,"Rockbridge County, VA",Virginia,Rockbridge,
CN5116500000000,51,165,"Rockingham County, VA",Virginia,Rockingham,6
CN5116700000000,51,167,"Russell County, VA",Virginia,Russell,24
CN5116900000000,51,169,"Scott County, VA",Virginia,Scott,18
CN5117100000000,51,171,"Shenandoah County, VA",Virginia,Shenandoah,16
CN5117300000000,51,173,"Smyth County, VA",Virginia,Smyth,13
CN5117500000000,51,175,"Southampton County, VA",Virginia,Southampton,
CN5117700000000,51,177,"Spotsylvania County, VA",Virginia,Spotsylvania,13
CN5117900000000,51,179,"Stafford County, VA",Virginia,Stafford,10
CN5118100000000,51,181,"Surry County, VA",Virginia,Surry,
CN5118300000000,51,183,"Sussex County, VA",Virginia,Sussex,
CN5118500000000,51,185,"Tazewell County, VA",Virginia,Tazewell,29
CN5118700000000,51,187,"Warren County, VA",Virginia,Warren,26
CN5119100000000,51,191,"Washington County, VA",Virginia,Washington,17
CN5119300000000,51,193,"Westmoreland County, VA",Virginia,Westmoreland,
CN5119500000000,51,195,"Wise County, VA",Virginia,Wise,29
CN5119700000000,51,197,"Wythe County, VA",Virginia,Wythe,27
CN5119900000000,51,199,"York County, VA",Virginia,York,8
CN5151000000000,51,510,"Alexandria city, VA",Virginia,Alexandria City,9
CN5152000000000,51,520,"Bristol city, VA",Virginia,Bristol City,21
CN5153000000000,51,530,"Buena Vista city, VA",Virginia,Buena Vista City,
CN5154000000000,51,540,"Charlottesville city, VA",Virginia,Charlottesville City,10
CN5155000000000,51,550,"Chesapeake city, VA",Virginia,Chesapeake City,14
CN5157000000000,51,570,"Colonial Heights city, VA",Virginia,Colonial Heights City,
CN5158000000000,51,580,"Covington city, VA",Virginia,Covington City,
CN5159000000000,51,590,"Danville city, VA",Virginia,Danville City,16
CN5159500000000,51,595,"Emporia city, VA",Virginia,Emporia City,
CN5160000000000,51,600,"Fairfax city, VA",Virginia,Fairfax City,14
CN5161000000000,51,610,"Falls Church city, VA",Virginia,Falls Church City,
CN5162000000000,51,620,"Franklin city, VA",Virginia,Franklin City,
CN5163000000000,51,630,"Fredericksburg city, VA",Virginia,Fredericksburg City,20
CN5164000000000,51,640,"Galax city, VA",Virginia,Galax City,
CN5165000000000,51,650,"Hampton city, VA",Virginia,Hampton City,13
CN5166000000000,51,660,"Harrisonburg city, VA",Virginia,Harrisonburg City,8
CN5167000000000,51,670,"Hopewell city, VA",Virginia,Hopewell City,
CN5167800000000,51,678,"Lexington city, VA",Virginia,Lexington City,
CN5168000000000,51,680,"Lynchburg city, VA",Virginia,Lynchburg City,7
CN5168300000000,51,683,"Manassas city, VA",Virginia,Manassas City,10
CN5168500000000,51,685,"Manassas Park city, VA",Virginia,Manassas Park City,
CN5169000000000,51,690,"Martinsville city, VA",Virginia,Martinsville City,34
CN5170000000000,51,700,"Newport News city, VA",Virginia,Newport News City,13
CN5171000000000,51,710,"Norfolk city, VA",Virginia,Norfolk City,15
CN5172000000000,51,720,"Norton city, VA",Virginia,Norton City,
CN5173000000000,51,730,"Petersburg city, VA",Virginia,Petersburg City,11
CN5173500000000,51,735,"Poquoson city, VA",Virginia,Poquoson City,
CN5174000000000,51,740,"Portsmouth city, VA",Virginia,Portsmouth City,18
CN5175000000000,51,750,"Radford city, VA",Virginia,Radford City,
CN5176000000000,51,760,"Richmond city, VA",Virginia,Richmond City,20
CN5177000000000,51,770,"Roanoke city, VA",Virginia,Roanoke City,20
CN5177500000000,51,775,"Salem city, VA",Virginia,Salem City,20
CN5179000000000,51,790,"Staunton city, VA",Virginia,Staunton City,19
CN5180000000000,51,800,"Suffolk city, VA",Virginia,Suffolk City,9
CN5181000000000,51,810,"Virginia Beach city, VA",Virginia,Virginia Beach City,13
CN5182000000000,51,820,"Waynesboro city, VA",Virginia,Waynesboro City,17
CN5183000000000,51,830,"Williamsburg city, VA",Virginia,Williamsburg City,
CN5184000000000,51,840,"Winchester city, VA",Virginia,Winchester City,17
CN5300100000000,53,1,"Adams County, WA",Washington,Adams,
CN5300300000000,53,3,"Asotin County, WA",Washington,Asotin,
CN5300500000000,53,5,"Benton County, WA",Washington,Benton,14
CN5300700000000,53,7,"Chelan County, WA",Washington,Chelan,11
CN5300900000000,53,9,"Clallam County, WA",Washington,Clallam,19
CN5301100000000,53,11,"Clark County, WA",Washington,Clark,14
CN5301300000000,53,13,"Columbia County, WA",Washington,Columbia,
CN5301500000000,53,15,"Cowlitz County, WA",Washington,Cowlitz,20
CN5301700000000,53,17,"Douglas County, WA",Washington,Douglas,16
CN5301900000000,53,19,"Ferry County, WA",Washington,Ferry,
CN5302100000000,53,21,"Franklin County, WA",Washington,Franklin,7
CN5302300000000,53,23,"Garfield County, WA",Washington,Garfield,
CN5302500000000,53,25,"Grant County, WA",Washington,Grant,10
CN5302700000000,53,27,"Grays Harbor County, WA",Washington,Grays Harbor,23
CN5302900000000,53,29,"Island County, WA",Washington,Island,15
CN5303100000000,53,31,"Jefferson County, WA",Washington,Jefferson,
CN5303300000000,53,33,"King County, WA",Washington,King,14
CN5303500000000,53,35,"Kitsap County, WA",Washington,Kitsap,13
CN5303700000000,53,37,"Kittitas County, WA",Washington,Kittitas,11
CN5303900000000,53,39,"Klickitat County, WA",Washington,Klickitat,
CN5304100000000,53,41,"Lewis County, WA",Washington,Lewis,15
CN5304300000000,53,43,"Lincoln County, WA",Washington,Lincoln,
CN5304500000000,53,45,"Mason County, WA",Washington,Mason,20
CN5304700000000,53,47,"Okanogan County, WA",Washington,Okanogan,15
CN5304900000000,53,49,"Pacific County, WA",Washington,Pacific,23
CN5305100000000,53,51,"Pend Oreille County, WA",Washington,Pend Oreille,
CN5305300000000,53,53,"Pierce County, WA",Washington,Pierce,16
CN5305500000000,53,55,"San Juan County, WA",Washington,San Juan,
CN5305700000000,53,57,"Skagit County, WA",Washington,Skagit,18
CN5305900000000,53,59,"Skamania County, WA",Washington,Skamania,
CN5306100000000,53,61,"Snohomish County, WA",Washington,Snohomish,17
CN5306300000000,53,63,"Spokane County, WA",Washington,Spokane,15
CN5306500000000,53,65,"Stevens County, WA",Washington,Stevens,12
CN5306700000000,53,67,"Thurston County, WA",Washington,Thurston,12
CN5306900000000,53,69,"Wahkiakum County, WA",Washington,Wahkiakum,
CN5307100000000,53,71,"Walla Walla County, WA",Washington,Walla Walla,19
CN5307300000000,53,73,"Whatcom County, WA",Washington,Whatcom,11
CN5307500000000,53,75,"Whitman County, WA",Washington,Whitman,8
CN5307700000000,53,77,"Yakima County, WA",Washington,Yakima,9
CN5400100000000,54,1,"Barbour County, WV",West Virginia,Barbour,
CN5400300000000,54,3,"Berkeley County, WV",West Virginia,Berkeley,41
CN5400500000000,54,5,"Boone County, WV",West Virginia,Boone,83
CN5400700000000,54,7,"Braxton County, WV",West Virginia,Braxton,
CN5400900000000,54,9,"Brooke County, WV",West Virginia,Brooke,38
CN5401100000000,54,11,"Cabell County, WV",West Virginia,Cabell,61
CN5401300000000,54,13,"Calhoun County, WV",West Virginia,Calhoun,
CN5401500000000,54,15,"Clay County, WV",West Virginia,Clay,
CN5401700000000,54,17,"Doddridge County, WV",West Virginia,Doddridge,
CN5401900000000,54,19,"Fayette County, WV",West Virginia,Fayette,39
CN5402100000000,54,21,"Gilmer County, WV",West Virginia,Gilmer,
CN5402300000000,54,23,"Grant County, WV",West Virginia,Grant,
CN5402500000000,54,25,"Greenbrier County, WV",West Virginia,Greenbrier,28
CN5402700000000,54,27,"Hampshire County, WV",West Virginia,Hampshire,33
CN5402900000000,54,29,"Hancock County, WV",West Virginia,Hancock,53
CN5403100000000,54,31,"Hardy County, WV",West Virginia,Hardy,
CN5403300000000,54,33,"Harrison County, WV",West Virginia,Harrison,28
CN5403500000000,54,35,"Jackson County, WV",West Virginia,Jackson,21
CN5403700000000,54,37,"Jefferson County, WV",West Virginia,Jefferson,27
CN5403900000000,54,39,"Kanawha County, WV",West Virginia,Kanawha,44
CN5404100000000,54,41,"Lewis County, WV",West Virginia,Lewis,
CN5404300000000,54,43,"Lincoln County, WV",West Virginia,Lincoln,37
CN5404500000000,54,45,"Logan County, WV",West Virginia,Logan,61
CN5404700000000,54,47,"McDowell County, WV",West Virginia,McDowell,93
CN5404900000000,54,49,"Marion County, WV",West Virginia,Marion,11
CN5405100000000,54,51,"Marshall County, WV",West Virginia,Marshall,17
CN5405300000000,54,53,"Mason County, WV",West Virginia,Mason,32
CN5405500000000,54,55,"Mercer County, WV",West Virginia,Mercer,56
CN5405700000000,54,57,"Mineral County, WV",West Virginia,Mineral,18
CN5405900000000,54,59,"Mingo County, WV",West Virginia,Mingo,65
CN5406100000000,54,61,"Monongalia County, WV",West Virginia,Monongalia,12
CN5406300000000,54,63,"Monroe County, WV",West Virginia,Monroe,30
CN5406500000000,54,65,"Morgan County, WV",West Virginia,Morgan,32
CN5406700000000,54,67,"Nicholas County, WV",West Virginia,Nicholas,41
CN5406900000000,54,69,"Ohio County, WV",West Virginia,Ohio,25
CN5407100000000,54,71,"Pendleton County, WV",West Virginia,Pendleton,
CN5407300000000,54,73,"Pleasants County, WV",West Virginia,Pleasants,
CN5407500000000,54,75,"Pocahontas County, WV",West Virginia,Pocahontas,
CN5407700000000,54,77,"Preston County, WV",West Virginia,Preston,15
CN5407900000000,54,79,"Putnam County, WV",West Virginia,Putnam,25
CN5408100000000,54,81,"Raleigh County, WV",West Virginia,Raleigh,58
CN5408300000000,54,83,"Randolph County, WV",West Virginia,Randolph,16
CN5408500000000,54,85,"Ritchie County, WV",West Virginia,Ritchie,
CN5408700000000,54,87,"Roane County, WV",West Virginia,Roane,
CN5408900000000,54,89,"Summers County, WV",West Virginia,Summers,30
CN5409100000000,54,91,"Taylor County, WV",West Virginia,Taylor,
CN5409300000000,54,93,"Tucker County, WV",West Virginia,Tucker,
CN5409500000000,54,95,"Tyler County, WV",West Virginia,Tyler,
CN5409700000000,54,97,"Upshur County, WV",West Virginia,Upshur,
CN5409900000000,54,99,"Wayne County, WV",West Virginia,Wayne,42
CN5410100000000,54,101,"Webster County, WV",West Virginia,Webster,
CN5410300000000,54,103,"Wetzel County, WV",West Virginia,Wetzel,21
CN5410500000000,54,105,"Wirt County, WV",West Virginia,Wirt,
CN5410700000000,54,107,"Wood County, WV",West Virginia,Wood,25
CN5410900000000,54,109,"Wyoming County, WV",West Virginia,Wyoming,84
CN5500100000000,55,1,"Adams County, WI",Wisconsin,Adams,18
CN5500300000000,55,3,"Ashland County, WI",Wisconsin,Ashland,
CN5500500000000,55,5,"Barron County, WI",Wisconsin,Barron,11
CN5500700000000,55,7,"Bayfield County, WI",Wisconsin,Bayfield,
CN5500900000000,55,9,"Brown County, WI",Wisconsin,Brown,11
CN5501100000000,55,11,"Buffalo County, WI",Wisconsin,Buffalo,
CN5501300000000,55,13,"Burnett County, WI",Wisconsin,Burnett,
CN5501500000000,55,15,"Calumet County, WI",Wisconsin,Calumet,11
CN5501700000000,55,17,"Chippewa County, WI",Wisconsin,Chippewa,7
CN5501900000000,55,19,"Clark County, WI",Wisconsin,Clark,
CN5502100000000,55,21,"Columbia County, WI",Wisconsin,Columbia,20
CN5502300000000,55,23,"Crawford County, WI",Wisconsin,Crawford,
CN5502500000000,55,25,"Dane County, WI",Wisconsin,Dane,16
CN5502700000000,55,27,"Dodge County, WI",Wisconsin,Dodge,17
CN5502900000000,55,29,"Door County, WI",Wisconsin,Door,12
CN5503100000000,55,31,"Douglas County, WI",Wisconsin,Douglas,11
CN5503300000000,55,33,"Dunn County, WI",Wisconsin,Dunn,
CN5503500000000,55,35,"Eau Claire County, WI",Wisconsin,Eau Claire,8
CN5503700000000,55,37,"Florence County, WI",Wisconsin,Florence,
CN5503900000000,55,39,"Fond du Lac County, WI",Wisconsin,Fond du Lac,12
CN5504100000000,55,41,"Forest County, WI",Wisconsin,Forest,
CN5504300000000,55,43,"Grant County, WI",Wisconsin,Grant,8
CN5504500000000,55,45,"Green County, WI",Wisconsin,Green,9
CN5504700000000,55,47,"Green Lake County, WI",Wisconsin,Green Lake,
CN5504900000000,55,49,"Iowa County, WI",Wisconsin,Iowa,
CN5505100000000,55,51,"Iron County, WI",Wisconsin,Iron,
CN5505300000000,55,53,"Jackson County, WI",Wisconsin,Jackson,
CN5505500000000,55,55,"Jefferson County, WI",Wisconsin,Jefferson,14
CN5505700000000,55,57,"Juneau County, WI",Wisconsin,Juneau,
CN5505900000000,55,59,"Kenosha County, WI",Wisconsin,Kenosha,25
CN5506100000000,55,61,"Kewaunee County, WI",Wisconsin,Kewaunee,
CN5506300000000,55,63,"La Crosse County, WI",Wisconsin,La Crosse,9
CN5506500000000,55,65,"Lafayette County, WI",Wisconsin,Lafayette,
CN5506700000000,55,67,"Langlade County, WI",Wisconsin,Langlade,
CN5506900000000,55,69,"Lincoln County, WI",Wisconsin,Lincoln,14
CN5507100000000,55,71,"Manitowoc County, WI",Wisconsin,Manitowoc,18
CN5507300000000,55,73,"Marathon County, WI",Wisconsin,Marathon,8
CN5507500000000,55,75,"Marinette County, WI",Wisconsin,Marinette,8
CN5507700000000,55,77,"Marquette County, WI",Wisconsin,Marquette,
CN5507800000000,55,78,"Menominee County, WI",Wisconsin,Menominee,
CN5507900000000,55,79,"Milwaukee County, WI",Wisconsin,Milwaukee,26
CN5508100000000,55,81,"Monroe County, WI",Wisconsin,Monroe,14
CN5508300000000,55,83,"Oconto County, WI",Wisconsin,Oconto,
CN5508500000000,55,85,"Oneida County, WI",Wisconsin,Oneida,11
CN5508700000000,55,87,"Outagamie County, WI",Wisconsin,Outagamie,9
CN5508900000000,55,89,"Ozaukee County, WI",Wisconsin,Ozaukee,11
CN5509100000000,55,91,"Pepin County, WI",Wisconsin,Pepin,
CN5509300000000,55,93,"Pierce County, WI",Wisconsin,Pierce,8
CN5509500000000,55,95,"Polk County, WI",Wisconsin,Polk,9
CN5509700000000,55,97,"Portage County, WI",Wisconsin,Portage,8
CN5509900000000,55,99,"Price County, WI",Wisconsin,Price,
CN5510100000000,55,101,"Racine County, WI",Wisconsin,Racine,21
CN5510300000000,55,103,"Richland County, WI",Wisconsin,Richland,
CN5510500000000,55,105,"Rock County, WI",Wisconsin,Rock,19
CN5510700000000,55,107,"Rusk County, WI",Wisconsin,Rusk,
CN5510900000000,55,109,"St. Croix County, WI",Wisconsin,St. Croix,8
CN5511100000000,55,111,"Sauk County, WI",Wisconsin,Sauk,15
